,m,s,e,u,m_genotype,s_region,e_name,osi_ctrl,osi_opto,dsi_ctrl,dsi_opto,sbc_zscore,sbc,sbc_method,chirp_type,wave_type,burst_ratio_ctrl,burst_ratio_opto,tun_model,tun_rsq_ctrl,tun_rsq_opto,c_zscore,fr_mean_e,fr_sem_e,fr_mean_stim,fr_sem_stim,fr_mean_spon,fr_sem_spon,fr_mean_ctrl,fr_sem_ctrl,fr_mean_opto,fr_sem_opto,fr_mean_stim_ctrl,fr_sem_stim_ctrl,fr_mean_stim_opto,fr_sem_stim_opto,fr_mean_spon_ctrl,fr_sem_spon_ctrl,fr_mean_spon_opto,fr_sem_spon_opto,omi_e,omi_stim,omi_spon,snr_opto,snr_ctrl
17,Ntsr1Cre_2019_0002,3,3,14,+/-,LGN,oriTun12_opto,0.019193982867083702,0.0671311298548917,0.0939385388427449,0.07095203320683914,7.661878333333333,False,mean_per_exp,,excit,0.012205341589688862,0.0535877876478762,sum_of_gaussians,0.481927997002229,0.8516463217281162,12.9024,21.706815384615386,0.82399908735372,22.546179166666672,0.621617889759304,11.634450000000001,2.0275500000000006,23.667046153846155,0.9973185576652581,19.746584615384617,1.0927024524524784,24.5008,0.5949396289718918,20.591558333333335,0.7531892706974035,13.662,1.18158,9.6069,1.43273,-0.09030485285372973,-0.08669410541290902,-0.1742712375746168,,
18,Ntsr1Cre_2019_0002,3,3,19,+/-,LGN,oriTun12_opto,0.13226504582431942,0.1509859988382476,0.24281666054724838,0.03370914720741644,4.236184999999999,False,mean_per_exp,,excit,0.0005630630630630631,0.0,sum_of_gaussians,0.7584447971729348,0.7224355646095761,6.9274,11.466444192307694,1.0740096213945658,12.367395000000002,0.9481004162129603,0.6550345,0.40550549999999996,9.304601538461538,1.0792688124776804,13.628286846153845,1.6918887864204701,9.991606666666666,0.9048850556983814,14.743183333333333,1.3834546794289424,1.06054,0.628728,0.249529,0.133378,0.1885364475323949,0.19210095038877092,-0.6190597594477849,,
19,Ntsr1Cre_2019_0002,3,3,30,+/-,LGN,oriTun12_opto,0.12256300459749178,0.020054706517855982,0.0864865179459592,0.12715051493923152,5.8105825,False,mean_per_exp,,excit,0.007001350141791638,0.41907661481526315,sum_of_gaussians,0.6641982746606279,0.405291452237052,10.6163,18.177424615384616,1.8524845596232464,19.304914166666666,1.8214282375699018,4.64755,1.1541500000000002,10.849803076923077,0.8623300098231063,25.50504615384616,2.1461888859514344,11.270478333333331,0.8183347763662213,27.339350000000007,1.2112701727062707,5.8017,0.879428,3.4934,0.480893,0.4031165961904057,0.41618604278522014,-0.2483351443233532,,
20,Ntsr1Cre_2019_0002,3,3,40,+/-,LGN,oriTun12_opto,0.030719363076571332,0.05225903236902893,0.10118273592429686,0.11578663296926749,6.814885,False,mean_per_exp,,excit,0.012940039438518755,0.17969225457434343,sum_of_gaussians,0.2081297993718395,0.7012051339026559,11.1832,21.37331,1.1041959944286648,22.41362083333333,0.8949163494018766,8.88958,2.5266199999999994,19.324223076923076,1.2191340983514956,23.42239692307692,1.7012120647694573,19.983225,1.1150237419761315,24.844016666666665,1.0158094542772231,11.4162,2.28987,6.36296,1.29913,0.09587129569902475,0.10843387828346188,-0.28422265168883115,,
21,Ntsr1Cre_2019_0002,3,3,45,+/-,LGN,oriTun12_opto,0.035476441305901524,0.08317171488947363,0.21843580995752718,0.10305786036548557,5.439923333333334,False,mean_per_exp,,excit,0.01526315789473684,0.02953626234876235,sum_of_gaussians,0.28050777085486744,0.5144391512900661,10.7328,3.308689846153846,0.2564975983722486,3.5532220833333334,0.20844171484883464,0.374303,0.24953699999999995,2.8983946153846154,0.3279415116387634,3.7189850769230777,0.3721915865386188,3.087940833333333,0.2909283357749036,4.018503333333334,0.24018933538739473,0.62384,0.278993,0.124766,0.0816786,0.12400534648062425,0.13094629018052056,-0.6666711193872343,,
22,Ntsr1Cre_2019_0002,3,3,59,+/-,LGN,oriTun12_opto,0.033329811731478,0.06567704758784045,0.09716303104351458,0.0754648619905263,-4.540877500000001,True,mean_per_exp,,excit,0.12731386012740786,0.43442305883760907,sum_of_gaussians,0.3292141201321188,0.7197061525582008,-1.7834,16.118742307692308,0.52073898065591,15.6918625,0.4368560155964111,21.241300000000003,2.6514,16.795315384615385,0.8366631918034507,15.442169230769231,0.5946209215169945,16.203866666666666,0.6433236310698754,15.179858333333334,0.5801231400704526,23.8927,4.04496,18.5899,3.27082,-0.04197430940999645,-0.03262864218104552,-0.1248228686568148,,
23,Ntsr1Cre_2019_0002,3,3,72,+/-,LGN,oriTun12_opto,0.2032478541664287,0.17351616460143057,0.5579565432229096,0.21952796979808922,2.259524416666667,False,mean_per_exp,,excit,0.0036885245901639345,0.005470085470085469,sum_of_gaussians,0.7893808762147735,0.6193978932251152,3.67876,2.0634305000000004,0.24372704668327544,2.227585083333333,0.23385155699462704,0.0935755,0.0935755,2.0826239230769232,0.3948323844234324,2.0442370769230767,0.3025854628303163,2.24058,0.3933830384317015,2.2145901666666665,0.27186079872270846,0.187151,0.131282,0.0,0.0,-0.009301705619318552,-0.005833634263352714,-1.0,,
24,Ntsr1Cre_2019_0002,3,4,13,+/-,LGN,conTun12_opto,,,,,8.678365416666667,False,mean_per_exp,,excit,0.12462474640007933,0.2582735298595333,hyper_ratio_supersat,0.9384082557848169,0.9883403098225144,21.8633,23.552135714285715,1.664353912200941,24.319650000000003,1.696774308796638,13.574449999999999,2.0461499999999995,21.75910714285714,2.030323395272704,25.345164285714283,2.624812373589822,22.5460923076923,2.0215535312413957,26.09320769230769,2.7175509013575865,11.5283,1.68573,15.6206,3.21726,0.07613019019506574,0.0729269414776814,0.1507353889107846,,
25,Ntsr1Cre_2019_0002,3,4,14,+/-,LGN,conTun12_opto,,,,,4.3165086666666665,False,mean_per_exp,,excit,0.16293418064508794,0.3160950940221417,hyper_ratio_supersat,0.9683473465973917,0.9185711019950055,7.54971,11.218188928571431,0.8389706124092386,11.656927692307693,0.8430976484102326,5.514585,0.1247950000000002,10.908065714285712,1.320156289844982,11.528312142857141,1.0798915250780334,11.31334923076923,1.3570743842415913,12.00050615384615,1.048998701417237,5.63938,0.889776,5.38979,0.560687,0.02764467743058477,0.029474186561625874,-0.022629989382700638,,
26,Ntsr1Cre_2019_0002,3,4,19,+/-,LGN,conTun12_opto,,,,,0.06857959999999999,False,mean_per_exp,,excit,0.0,0.0,hyper_ratio_supersat,0.9661829997759132,0.9385503685703327,1.7023,0.5008447678571428,0.13983135073647654,0.52977405,0.14918280624633437,0.12476409999999999,0.07485889999999999,0.3921214214285715,0.17079928231175717,0.6095681142857142,0.224116881254218,0.40692899230769236,0.183789696292664,0.6526191076923076,0.2375657519539797,0.199623,0.152463,0.0499052,0.0499052,0.21707992856497763,0.2318819838236841,-0.6000035266555044,,
27,Ntsr1Cre_2019_0002,3,4,30,+/-,LGN,conTun12_opto,,,,,1.4237389166666665,False,mean_per_exp,,excit,0.235823289708995,0.4329301453380825,hyper_ratio_supersat,0.9290832199856515,0.9639515168653648,4.57604,5.69108,0.8192151366932264,5.942669615384617,0.8627968482984196,2.420415,0.474115,4.4166935714285716,0.653544955408752,6.965466428571429,1.4528336004521871,4.533783076923077,0.6944875082993405,7.351556153846155,1.512813128054325,2.89453,1.37136,1.9463,0.512453,0.22392699251660997,0.23707973514363948,-0.19588169797328145,,
28,Ntsr1Cre_2019_0002,3,4,40,+/-,LGN,conTun12_opto,,,,,2.780215,False,mean_per_exp,,excit,0.19249547921698545,0.38135906733728936,hyper_ratio_supersat,0.7258166971562736,0.9231694914536603,6.21935,5.275791428571429,0.3878138565305786,5.439771538461538,0.39867404912657944,3.14405,0.54894,4.627016428571429,0.4026443612709664,5.924566428571429,0.6307606794883297,4.7833169230769235,0.40080096048714275,6.096226153846154,0.6555841942560716,2.59511,0.817661,3.69299,0.572401,0.12297207135341096,0.12067687231774298,0.17459645997996215,,
29,Ntsr1Cre_2019_0002,3,4,45,+/-,LGN,conTun12_opto,,,,,-1.8059052075999997,False,mean_per_exp,,excit,0.017094017094017092,0.0,hyper_ratio_supersat,0.00611708561782931,0.752184771578114,1.65835,0.23705471785714285,0.03889719819187858,0.2399341692307692,0.04106234111668174,0.19962185,0.14971415,0.28874345,0.06453756394066024,0.1853659857142857,0.041335267428881196,0.28408248461538466,0.06952650325301325,0.19578585384615382,0.04320535223542187,0.349336,0.349336,0.0499077,0.0499077,-0.21804557449899195,-0.1840017848485493,-0.749988791307164,,
30,Ntsr1Cre_2019_0002,3,4,59,+/-,LGN,conTun12_opto,,,,,2.3165537499999997,False,mean_per_exp,,excit,0.15645064789556454,0.27566989121625474,hyper_ratio_supersat,0.7861169050011156,0.8644584513610608,8.81909,7.216768571428573,0.4561136255688422,7.322751153846154,0.48432670629563424,5.838995000000001,0.5989049999999998,6.6482149999999995,0.5194631367599365,7.785322142857143,0.7379643959592448,6.756532307692307,0.5487508814187815,7.8889700000000005,0.7891915694654782,5.24009,2.43264,6.4379,2.29721,0.07878229235166198,0.0773232401672491,0.1025698771792063,,
31,Ntsr1Cre_2019_0002,3,4,72,+/-,LGN,conTun12_opto,,,,,1.0806852222222223,False,mean_per_exp,,excit,0.5160493827160494,0.6629023458810693,hyper_ratio_supersat,0.7332712276785869,0.8174597515182,2.35336,0.44559173928571433,0.08237810820782863,0.4760291653846155,0.0858274418898702,0.0499052,0.0499052,0.28874335714285715,0.08307849656670116,0.6024401214285715,0.1322942352333766,0.30327666153846156,0.08835132293472517,0.6487816692307693,0.13384043943128957,0.0998104,0.0998104,0.0,0.0,0.3520002017862492,0.36290319251043307,-1.0,,
32,Ntsr1Cre_2019_0002,3,5,13,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,33.2104796296296,0.608948435866056,34.139766666666645,0.6123538977406908,25.77618333333334,0.9504937767664329,33.2104796296296,0.608948435866056,,,34.139766666666645,0.6123538977406908,,,25.77618333333334,0.9504937767664329,,,,,,,
33,Ntsr1Cre_2019_0002,3,5,14,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,24.958481388888885,0.8804570412340947,26.384618749999998,0.885707548176945,13.5493825,0.5939373462545919,24.958481388888885,0.8804570412340947,,,26.384618749999998,0.885707548176945,,,13.5493825,0.5939373462545919,,,,,,,
34,Ntsr1Cre_2019_0002,3,5,19,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,8.91189502222222,0.640250747403308,9.892799468749999,0.6539007450625731,1.0646594500000002,0.21573285172715298,8.91189502222222,0.640250747403308,,,9.892799468749999,0.6539007450625731,,,1.0646594500000002,0.21573285172715298,,,,,,,
35,Ntsr1Cre_2019_0002,3,5,30,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,19.687854537037033,0.7314778359193812,21.125771875,0.6931460426323064,8.184515833333332,0.33735168613790617,19.687854537037033,0.7314778359193812,,,21.125771875,0.6931460426323064,,,8.184515833333332,0.33735168613790617,,,,,,,
36,Ntsr1Cre_2019_0002,3,5,40,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,18.829291111111107,0.6028408361036942,20.421891979166666,0.46835220601045546,6.088484166666667,0.24169488810700582,18.829291111111107,0.6028408361036942,,,20.421891979166666,0.46835220601045546,,,6.088484166666667,0.24169488810700582,,,,,,,
37,Ntsr1Cre_2019_0002,3,5,45,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,2.304908074074074,0.12207767538788131,2.5524731250000006,0.11415424308303186,0.3243876666666667,0.056468260802379114,2.304908074074074,0.12207767538788131,,,2.5524731250000006,0.11415424308303186,,,0.3243876666666667,0.056468260802379114,,,,,,,
38,Ntsr1Cre_2019_0002,3,5,59,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,19.532567500000003,0.7408668256023772,18.43500510416667,0.7483980680838245,28.31306666666667,1.2122443075185427,19.532567500000003,0.7408668256023772,,,18.43500510416667,0.7483980680838245,,,28.31306666666667,1.2122443075185427,,,,,,,
39,Ntsr1Cre_2019_0002,3,5,72,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,1.0618823212962962,0.13625342575305074,1.1935779197916665,0.1479179252048271,0.008317533333333333,0.008317533333333335,1.0618823212962962,0.13625342575305074,,,1.1935779197916665,0.1479179252048271,,,0.008317533333333333,0.008317533333333335,,,,,,,
40,Ntsr1Cre_2019_0002,3,6,13,+/-,LGN,chirp_opto,,,,,,,,ON-sust.,excit,0.012391376173747954,0.027239917875303384,,,,,29.71575,0.0896499999999989,,,,,29.6261,0.533748,29.8054,0.64591,,,,,,,,,0.0030169186374228783,,,0.3658086373806028,0.3269677125103342
41,Ntsr1Cre_2019_0002,3,6,14,+/-,LGN,chirp_opto,,,,,,,,ON-OFF-trans.,excit,0.01645729212375239,0.029320211317977494,,,,,18.39245,1.29035,,,,,19.6828,0.425714,17.1021,0.397781,,,,,,,,,-0.07015650443524381,,,0.27470241331013057,0.2963257019011811
42,Ntsr1Cre_2019_0002,3,6,19,+/-,LGN,chirp_opto,,,,,,,,mixed,excit,0.000966183574879227,0.00018018018018018018,,,,,3.364065,0.10381499999999998,,,,,3.46788,0.344012,3.26025,0.49907,,,,,,,,,-0.030859986355792766,,,0.2725779026662787,0.0929899461533683
43,Ntsr1Cre_2019_0002,3,6,30,+/-,LGN,chirp_opto,,,,,,,,ON-OFF-trans.,excit,0.030829715972006358,0.07162739865919203,,,,,11.386800000000001,0.8074000000000008,,,,,12.1942,0.42709,10.5794,0.312992,,,,,,,,,-0.07090666385639514,,,0.46353998090310145,0.420267370658513
44,Ntsr1Cre_2019_0002,3,6,40,+/-,LGN,chirp_opto,,,,,,,,ON-OFF-trans.,excit,0.025733018106921243,0.044149297349118086,,,,,6.698169999999999,0.31691999999999987,,,,,7.01509,0.349319,6.38125,0.26837,,,,,,,,,-0.04731441572847511,,,0.29950156850027876,0.23881779693287572
45,Ntsr1Cre_2019_0002,3,6,45,+/-,LGN,chirp_opto,,,,,,,,ON-OFF-trans.,excit,0.006060606060606061,0.010357142857142858,,,,,0.7900855,0.051950500000000004,,,,,0.842036,0.0414158,0.738135,0.0442086,,,,,,,,,-0.0657530102754702,,,0.09826328659026232,0.07558174906452966
46,Ntsr1Cre_2019_0002,3,6,59,+/-,LGN,chirp_opto,,,,,,,,mixed,excit,0.01077105089596882,0.027562857969517903,,,,,19.57565,0.4592500000000008,,,,,19.1164,1.03272,20.0349,0.942467,,,,,,,,,0.023460268241412206,,,0.21362420145029018,0.20448278346171797
47,Ntsr1Cre_2019_0002,3,6,72,+/-,LGN,chirp_opto,,,,,,,,ON-sust.,excit,0.0,0.0,,,,,0.496409,0.08891800000000002,,,,,0.407491,0.0485896,0.585327,0.0729046,,,,,,,,,0.17912245748969102,,,0.06199426541465812,0.06323281917680053
48,Ntsr1Cre_2019_0002,3,7,13,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,25.615134259259268,0.40970017116118174,25.810259375000005,0.4466876129128461,24.054133333333336,0.812383892154641,25.615134259259268,0.40970017116118174,,,25.810259375000005,0.4466876129128461,,,24.054133333333336,0.812383892154641,,,,,,,
49,Ntsr1Cre_2019_0002,3,7,14,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,21.496112407407423,0.7777488055086577,23.036354166666673,0.7339835603782412,9.174178333333334,0.45398441252748906,21.496112407407423,0.7777488055086577,,,23.036354166666673,0.7339835603782412,,,9.174178333333334,0.45398441252748906,,,,,,,
50,Ntsr1Cre_2019_0002,3,7,19,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,8.29809920185185,0.6027432829265533,9.27194095833333,0.6086161745936627,0.5073651499999999,0.0741823559870933,8.29809920185185,0.6027432829265533,,,9.27194095833333,0.6086161745936627,,,0.5073651499999999,0.0741823559870933,,,,,,,
51,Ntsr1Cre_2019_0002,3,7,30,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,9.547558055555553,0.21914819493481794,9.890544166666666,0.22174286968889334,6.803669166666666,0.1930157020518622,9.547558055555553,0.21914819493481794,,,9.890544166666666,0.22174286968889334,,,6.803669166666666,0.1930157020518622,,,,,,,
52,Ntsr1Cre_2019_0002,3,7,40,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,17.0887725,0.5351834349775346,18.40040135416667,0.44588941878829125,6.595741666666666,0.2789360438692792,17.0887725,0.5351834349775346,,,18.40040135416667,0.44588941878829125,,,6.595741666666666,0.2789360438692792,,,,,,,
53,Ntsr1Cre_2019_0002,3,7,45,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,1.7161768611111112,0.08262359466175687,1.8963892604166668,0.07435997740581458,0.2744776666666667,0.05511529552527488,1.7161768611111112,0.08262359466175687,,,1.8963892604166668,0.07435997740581458,,,0.2744776666666667,0.05511529552527488,,,,,,,
54,Ntsr1Cre_2019_0002,3,7,59,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,13.387476018518523,0.507507708944667,13.099025104166671,0.5603373324891664,15.695083333333335,0.5576164386942157,13.387476018518523,0.507507708944667,,,13.099025104166671,0.5603373324891664,,,15.695083333333335,0.5576164386942157,,,,,,,
55,Ntsr1Cre_2019_0002,3,7,72,+/-,LGN,compoundOriSfTf,,,,,,,,,excit,,,,,,,0.6986719777777779,0.07248053961060129,0.7828870041666668,0.07734532700322275,0.024951766666666663,0.013030635179239901,0.6986719777777779,0.07248053961060129,,,0.7828870041666668,0.07734532700322275,,,0.024951766666666663,0.013030635179239901,,,,,,,
56,Ntsr1Cre_2019_0002,3,8,13,+/-,LGN,MAS_1400_200-500_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Ntsr1Cre_2019_0002,3,8,14,+/-,LGN,MAS_1400_200-500_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Ntsr1Cre_2019_0002,3,8,19,+/-,LGN,MAS_1400_200-500_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Ntsr1Cre_2019_0002,3,8,30,+/-,LGN,MAS_1400_200-500_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Ntsr1Cre_2019_0002,3,8,40,+/-,LGN,MAS_1400_200-500_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Ntsr1Cre_2019_0002,3,8,45,+/-,LGN,MAS_1400_200-500_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Ntsr1Cre_2019_0002,3,8,59,+/-,LGN,MAS_1400_200-500_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Ntsr1Cre_2019_0002,3,8,72,+/-,LGN,MAS_1400_200-500_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Ntsr1Cre_2019_0002,3,9,13,+/-,LGN,tfTun_opto,,,,,,,,,excit,,,,,,18.2985,25.142879999999998,2.2731310921673167,27.903950000000002,1.6908349838171668,14.0986,0.02510000000000012,23.62564,2.9104469027281703,26.66012,3.6919307343719225,26.001125000000002,2.170933819187417,29.806775000000002,2.4929617119586225,14.1237,,14.0735,,0.06034471786843828,0.06819195848616413,-0.0017803186131956452,,
65,Ntsr1Cre_2019_0002,3,9,14,+/-,LGN,tfTun_opto,,,,,,,,,excit,,,,,,10.0579,13.070491,1.5587159708187517,15.003125,1.099079860245118,5.339955,0.8983150000000002,13.095374000000001,1.9928625787233796,13.045607999999998,2.6384406019586644,14.809650000000001,1.311969926929221,15.1966,1.9725627265058006,6.23827,,4.44164,,-0.001903754036478183,0.012895646740262405,-0.16822520039962888,,
66,Ntsr1Cre_2019_0002,3,9,19,+/-,LGN,tfTun_opto,,,,,,,,,excit,,,,,,4.12499,1.2925763000000001,0.4240869691765816,1.6157203750000002,0.46309506968987385,0.0,0.0,1.0180788,0.46404062769830834,1.5670738,0.7458657825014094,1.2725985,0.5009215282299714,1.95884225,0.8193831491748711,0.0,,0.0,,0.21236463951876572,0.21236463951876575,,,
67,Ntsr1Cre_2019_0002,3,9,30,+/-,LGN,tfTun_opto,,,,,,,,,excit,,,,,,7.78742,6.602621999999999,0.9411733611199254,7.82907875,0.5860889907819872,1.6967949999999998,0.3992449999999999,5.639396,0.9177913740965318,7.565848,1.6370368537891868,6.525235,0.3099200769150006,9.1329225,0.6112380497996804,2.09604,,1.29755,,0.1458853770517228,0.16653859178514452,-0.2352935976355423,,
68,Ntsr1Cre_2019_0002,3,9,40,+/-,LGN,tfTun_opto,,,,,,,,,excit,,,,,,9.23054,8.054911,0.8738415100303436,9.2389425,0.4626780344007745,3.318785,0.5738949999999998,7.685576,1.3869135570200473,8.424246,1.2018577474792929,8.920747500000001,0.8143305842160075,9.5571375,0.5180394039127233,2.74489,,3.89268,,0.045852151563189204,0.034440629974696706,0.1729232234085667,,
69,Ntsr1Cre_2019_0002,3,9,45,+/-,LGN,tfTun_opto,,,,,,,,,excit,,,,,,3.23614,0.44416710000000004,0.08332729297167751,0.505302125,0.09213826436654812,0.199627,1.000000000001e-06,0.44915800000000006,0.15623355849400603,0.4391762,0.08260805379525656,0.5115405000000001,0.18492047161527755,0.49906375000000003,0.07345715198714486,0.199628,,0.199626,,-0.011236536879926541,-0.012345831714046358,-5.009342423625061e-06,,
70,Ntsr1Cre_2019_0002,3,9,59,+/-,LGN,tfTun_opto,,,,,,,,,excit,,,,,,10.7735,5.973814000000001,1.1715280232805168,6.986916250000001,1.2108735879844552,1.921405,0.424225,5.669362,1.545617229333964,6.278266,1.934133517166279,6.5002949999999995,1.6824996132367067,7.473537500000001,1.9630751825956432,2.34563,,1.49718,,0.05096442574208042,0.06964750006843157,-0.22078895391653502,,
71,Ntsr1Cre_2019_0002,3,9,72,+/-,LGN,tfTun_opto,,,,,,,,,excit,,,,,,3.24999,0.5090455400000001,0.1054219173310625,0.6238306250000001,0.09192539961643151,0.0499052,0.0,0.42919404000000005,0.12386464899163763,0.58889704,0.1774300725524329,0.5240162500000001,0.10288504718485174,0.723645,0.14902135150038065,0.0499052,,0.0499052,,0.15686514019944062,0.16000236442383692,0.0,,
72,Ntsr1Cre_2019_0002,3,10,13,+/-,LGN,conTun_opto,,,,,4.2039091,False,mean_per_exp,,excit,0.15426554936325873,0.2617452490736812,hyper_ratio_supersat,0.9170310951042145,0.968885679685125,17.8513,20.14631321428572,1.5621793483063593,20.75541153846154,1.598115197591472,12.228035,4.990965,20.33782857142857,1.460209412966998,19.954797857142857,2.8282874259397275,20.577738461538463,1.5557733029169234,20.93308461538461,2.8663319613704665,17.219,4.0006,7.23707,2.1898,-0.00950622355096978,0.008560325416522399,-0.4081575657904153,,
